GEOIDFQ,NAME,GEOTYPE,Year,Number of Sales,Median Sales Price,Median Sales Price MOE,Median Household Income (MSA),Median Household Income MOE (MSA),Sales Price to Income Index (MSA),Median Sales Price (2024 Dollars),"Median Household Income (MSA, 2024 Dollars)"
M100000US390453581299999,Hocking Township (Fairfield),COUSUB,2015,28,151950.0,45574.67718653373,58192,1604.0,2.611183667858125,201103.9020407819,77016.37556799724
M100000US390453581299999,Hocking Township (Fairfield),COUSUB,2016,30,155650.5,40467.75084850078,60294,1005.0,2.5815255249278537,203435.10686979964,78804.22056856676
M100000US390453581299999,Hocking Township (Fairfield),COUSUB,2017,40,154569.5,38846.42461487611,63764,1469.0,2.424087259268553,197808.2240759628,81601.11535574413
M100000US390453581299999,Hocking Township (Fairfield),COUSUB,2018,18,187500.0,33871.828757540854,64052,1189.0,2.9273090613876227,234229.58141350106,80015.32345972037
M100000US390453581299999,Hocking Township (Fairfield),COUSUB,2019,27,200000.0,42065.40815853707,67207,1091.0,2.9758804886395764,245398.32666424153,82462.42670061841
M100000US390453581299999,Hocking Township (Fairfield),COUSUB,2020,24,272400.0,51515.796275853485,66715,579.0,4.083039796147792,330159.39662533667,80861.17527848508
M100000US390453581299999,Hocking Township (Fairfield),COUSUB,2021,34,290000.0,41839.27931991607,71839,1250.0,4.036804521221064,335719.1201978079,83164.57198582869
M100000US390453581299999,Hocking Township (Fairfield),COUSUB,2022,40,312500.0,51244.04883355652,75777,1639.0,4.123942621111947,334960.3201722165,81223.32218140816
M100000US390453581299999,Hocking Township (Fairfield),COUSUB,2023,33,319900.0,55289.53184177183,77390,1550.0,4.133608993410001,329335.25575808494,79672.57093816253
M100000US390453581299999,Hocking Township (Fairfield),COUSUB,2024,25,287500.0,61513.972121533436,82938,1487.0,3.466444814198558,287500.0,82938.0
M100000US390454312099999,Liberty Township (Fairfield),COUSUB,2012,38,163784.5,21280.754504959772,53699,1282.0,3.0500474869178196,223774.99420934348,73367.70826328215
M100000US390454312099999,Liberty Township (Fairfield),COUSUB,2013,39,212000.0,26186.274718211644,54079,1130.0,3.920190831931064,285469.28403095854,72820.25193919908
M100000US390454312099999,Liberty Township (Fairfield),COUSUB,2014,34,241000.0,30287.514920417827,56371,981.0,4.275247911159994,319339.0485604218,74694.86102240472
M100000US390454312099999,Liberty Township (Fairfield),COUSUB,2015,46,229000.0,26242.933830073252,58192,1604.0,3.9352488314544956,303078.6019568217,77016.37556799724
M100000US390454312099999,Liberty Township (Fairfield),COUSUB,2016,39,247500.0,31388.28977343721,60294,1005.0,4.104886058314261,323482.34634823154,78804.22056856676
M100000US390454312099999,Liberty Township (Fairfield),COUSUB,2017,41,240000.0,34991.283137086495,63764,1469.0,3.763879304936955,307136.7493472585,81601.11535574413
M100000US390454312099999,Liberty Township (Fairfield),COUSUB,2018,36,271750.0,33762.50297948477,64052,1189.0,4.242646599637794,339476.7399953008,80015.32345972037
M100000US390454312099999,Liberty Township (Fairfield),COUSUB,2019,51,289500.0,36176.6970099817,67207,1091.0,4.307587007305787,355214.0778464896,82462.42670061841
M100000US390454312099999,Liberty Township (Fairfield),COUSUB,2020,56,312000.0,32267.09463052262,66715,579.0,4.676609458142846,378156.1371039098,80861.17527848508
M100000US390454312099999,Liberty Township (Fairfield),COUSUB,2021,57,356000.0,32251.073841270703,71839,1250.0,4.955525550188616,412124.1613462745,83164.57198582869
M100000US390454312099999,Liberty Township (Fairfield),COUSUB,2022,40,414000.0,41296.23315961253,75777,1639.0,5.463399184449107,443755.43216415244,81223.32218140816
M100000US390454312099999,Liberty Township (Fairfield),COUSUB,2023,53,445000.0,56051.24995200174,77390,1550.0,5.750096911745704,458125.0041023689,79672.57093816253
M100000US390454312099999,Liberty Township (Fairfield),COUSUB,2024,40,495000.0,38254.357690103374,82938,1487.0,5.968313680098387,495000.0,82938.0
M100000US390454638299999,Madison Township (Fairfield),COUSUB,2012,11,95000.0,33138.56609924448,53699,1282.0,1.7691204677926964,129796.31436361579,73367.70826328215
M100000US390454638299999,Madison Township (Fairfield),COUSUB,2015,12,119900.0,35207.468974215495,58192,1604.0,2.060420676381633,158686.13264027477,77016.37556799724
M100000US390454638299999,Madison Township (Fairfield),COUSUB,2016,14,127550.0,37558.99293306583,60294,1005.0,2.1154675423756926,166707.7708150179,78804.22056856676
M100000US390454638299999,Madison Township (Fairfield),COUSUB,2018,12,157950.0,62151.06381330484,64052,1189.0,2.465965153312933,197314.99938273328,80015.32345972037
M100000US390454638299999,Madison Township (Fairfield),COUSUB,2020,12,234950.0,49037.41240667005,66715,579.0,3.521696769841865,284768.53978385776,80861.17527848508
M100000US390454638299999,Madison Township (Fairfield),COUSUB,2022,12,320000.0,261685.96098937723,75777,1639.0,4.2229172440186336,342999.3678563497,81223.32218140816
M100000US390454638299999,Madison Township (Fairfield),COUSUB,2023,15,290000.0,64403.54283367983,77390,1550.0,3.747254167205065,298553.37345997075,79672.57093816253
M100000US390454638299999,Madison Township (Fairfield),COUSUB,2024,20,257450.0,76824.90240088415,82938,1487.0,3.104125973618848,257450.0,82938.0
M100000US390456324099999,Pleasant Township (Fairfield),COUSUB,2012,34,162500.0,21938.36490531879,53699,1282.0,3.026127115961191,222020.01141144807,73367.70826328215
M100000US390456324099999,Pleasant Township (Fairfield),COUSUB,2013,32,149277.5,21042.865167178803,54079,1130.0,2.7603598439320254,201010.09927797836,72820.25193919908
M100000US390456324099999,Pleasant Township (Fairfield),COUSUB,2014,48,167972.0,23529.591818761302,56371,981.0,2.9797590959890723,222572.69155515006,74694.86102240472
M100000US390456324099999,Pleasant Township (Fairfield),COUSUB,2015,53,155000.0,27013.729851567656,58192,1604.0,2.6635963706351387,205140.5384423902,77016.37556799724
M100000US390456324099999,Pleasant Township (Fairfield),COUSUB,2016,46,160250.0,26832.938235497873,60294,1005.0,2.657810064019637,209446.65051436,78804.22056856676
M100000US390456324099999,Pleasant Township (Fairfield),COUSUB,2017,44,170000.0,29106.546920597375,63764,1469.0,2.666081174330343,217555.1974543081,81601.11535574413
M100000US390456324099999,Pleasant Township (Fairfield),COUSUB,2018,53,218000.0,23127.13509519578,64052,1189.0,3.403484668706676,272330.9266567639,80015.32345972037
M100000US390456324099999,Pleasant Township (Fairfield),COUSUB,2019,43,224900.0,22498.89436136225,67207,1091.0,3.3463776094752036,275950.4183339396,82462.42670061841
M100000US390456324099999,Pleasant Township (Fairfield),COUSUB,2020,58,245000.0,18891.45746206847,66715,579.0,3.6723375552724273,296949.53073864715,80861.17527848508
M100000US390456324099999,Pleasant Township (Fairfield),COUSUB,2021,54,304950.0,29363.432594783684,71839,1250.0,4.244908754297805,353026.01967007417,83164.57198582869
M100000US390456324099999,Pleasant Township (Fairfield),COUSUB,2022,64,303000.0,24683.5638028054,75777,1639.0,3.998574765430144,324777.5264389811,81223.32218140816
M100000US390456324099999,Pleasant Township (Fairfield),COUSUB,2023,58,340000.0,35619.62877862857,77390,1550.0,4.393332471895594,350028.0930220347,79672.57093816253
M100000US390456324099999,Pleasant Township (Fairfield),COUSUB,2024,68,345250.0,41327.385200666475,82938,1487.0,4.162748076876703,345250.0,82938.0
M100000US390456668499999,Richland Township (Fairfield),COUSUB,2012,19,145000.0,35376.91190887402,53699,1282.0,2.7002365034730627,198110.16402867675,73367.70826328215
M100000US390456668499999,Richland Township (Fairfield),COUSUB,2013,16,141250.0,20450.63117028852,54079,1130.0,2.611919599105013,190200.6432517589,72820.25193919908
M100000US390456668499999,Richland Township (Fairfield),COUSUB,2014,17,114000.0,26603.118434386623,56371,981.0,2.0223164393038973,151056.64537712897,74694.86102240472
M100000US390456668499999,Richland Township (Fairfield),COUSUB,2016,14,185950.0,33435.44778873836,60294,1005.0,3.084054798155704,243036.5345594087,78804.22056856676
M100000US390456668499999,Richland Township (Fairfield),COUSUB,2017,25,243000.0,29563.334283279113,63764,1469.0,3.810927796248667,310975.95871409925,81601.11535574413
M100000US390456668499999,Richland Township (Fairfield),COUSUB,2018,11,192500.0,34745.01611355565,64052,1189.0,3.0053706363579593,240475.70358452774,80015.32345972037
M100000US390456668499999,Richland Township (Fairfield),COUSUB,2019,17,232000.0,65584.15238044642,67207,1091.0,3.4520213668219086,284662.0589305202,82462.42670061841
M100000US390456668499999,Richland Township (Fairfield),COUSUB,2020,19,285500.0,55527.42874867526,66715,579.0,4.279397436858278,346037.106228097,80861.17527848508
M100000US390456668499999,Richland Township (Fairfield),COUSUB,2021,16,266500.0,65945.64034722833,71839,1250.0,3.7096841548462534,308514.2949403993,83164.57198582869
M100000US390456668499999,Richland Township (Fairfield),COUSUB,2022,13,350000.0,70479.60323933276,75777,1639.0,4.618815735645381,375155.5585928825,81223.32218140816
M100000US390456668499999,Richland Township (Fairfield),COUSUB,2023,13,425000.0,76423.87569583784,77390,1550.0,5.491665589869492,437535.1162775433,79672.57093816253
M100000US390456668499999,Richland Township (Fairfield),COUSUB,2024,12,407500.0,114632.06841698672,82938,1487.0,4.913308736646652,407500.0,82938.0
M100000US390456912099999,Rush Creek Township (Fairfield),COUSUB,2012,14,108500.0,41491.03480440346,53699,1282.0,2.020521797426395,148241.05377318224,73367.70826328215
M100000US390456912099999,Rush Creek Township (Fairfield),COUSUB,2013,16,118750.0,38952.74822887565,54079,1130.0,2.1958616098670465,159903.1956541336,72820.25193919908
M100000US390456912099999,Rush Creek Township (Fairfield),COUSUB,2014,18,159950.0,29621.774106411205,56371,981.0,2.8374518812864773,211943.0739304542,74694.86102240472
M100000US390456912099999,Rush Creek Township (Fairfield),COUSUB,2015,23,124900.0,23691.954012288916,58192,1604.0,2.146343139950509,165303.5693642228,77016.37556799724
M100000US390456912099999,Rush Creek Township (Fairfield),COUSUB,2016,29,200500.0,19636.23062593948,60294,1005.0,3.325372342189936,262053.37552654714,78804.22056856676
M100000US390456912099999,Rush Creek Township (Fairfield),COUSUB,2017,24,168200.0,49589.22161625327,63764,1469.0,2.637852079543316,215251.67183420368,81601.11535574413
M100000US390456912099999,Rush Creek Township (Fairfield),COUSUB,2018,22,162450.0,29747.71752435069,64052,1189.0,2.536220570786236,202936.5093366573,80015.32345972037
M100000US390456912099999,Rush Creek Township (Fairfield),COUSUB,2019,19,173000.0,36341.40305826101,67207,1091.0,2.5741366226732336,212269.55256456893,82462.42670061841
M100000US390456912099999,Rush Creek Township (Fairfield),COUSUB,2020,36,249450.0,30668.077268834968,66715,579.0,3.739039196582478,302343.1038479818,80861.17527848508
M100000US390456912099999,Rush Creek Township (Fairfield),COUSUB,2021,24,280700.0,48813.042978155994,71839,1250.0,3.9073483762301815,324952.9553087058,83164.57198582869
M100000US390456912099999,Rush Creek Township (Fairfield),COUSUB,2022,29,300000.0,40926.755913940724,75777,1639.0,3.958984916267469,321561.9073653278,81223.32218140816
M100000US390456912099999,Rush Creek Township (Fairfield),COUSUB,2023,23,375000.0,52609.62216357433,77390,1550.0,4.845587285178964,386060.3967154794,79672.57093816253
M100000US390456912099999,Rush Creek Township (Fairfield),COUSUB,2024,33,300000.0,57998.240100325296,82938,1487.0,3.6171598061202346,300000.0,82938.0
M100000US390458020699999,Violet Township (Fairfield),COUSUB,2012,212,200000.0,10918.16066977673,53699,1282.0,3.724464142721466,273255.3986602438,73367.70826328215
M100000US390458020699999,Violet Township (Fairfield),COUSUB,2013,258,198700.0,10551.380134521327,54079,1130.0,3.6742543316259546,267560.12611769553,72820.25193919908
M100000US390458020699999,Violet Township (Fairfield),COUSUB,2014,261,225000.0,9555.610115158495,56371,981.0,3.9914140249419026,298138.1158759124,74694.86102240472
M100000US390458020699999,Violet Township (Fairfield),COUSUB,2015,284,220200.0,10255.970756657274,58192,1604.0,3.7840252955732745,291431.91332267306,77016.37556799724
M100000US390458020699999,Violet Township (Fairfield),COUSUB,2016,348,239900.0,8678.043856756649,60294,1005.0,3.9788370318771356,313549.15106642724,78804.22056856676
M100000US390458020699999,Violet Township (Fairfield),COUSUB,2017,372,265000.0,9287.918052104686,63764,1469.0,4.155950065867888,339130.1607375979,81601.11535574413
M100000US390458020699999,Violet Township (Fairfield),COUSUB,2018,335,277500.0,10228.921358146803,64052,1189.0,4.332417410853681,346659.78049198154,80015.32345972037
M100000US390458020699999,Violet Township (Fairfield),COUSUB,2019,350,299000.0,9858.665884357946,67207,1091.0,4.448941330516167,366870.4983630411,82462.42670061841
M100000US390458020699999,Violet Township (Fairfield),COUSUB,2020,404,314950.0,8922.517858866677,66715,579.0,4.720827400134902,381731.65186178335,80861.17527848508
M100000US390458020699999,Violet Township (Fairfield),COUSUB,2021,417,375000.0,11196.805291285242,71839,1250.0,5.220005846406548,434119.55197992397,83164.57198582869
M100000US390458020699999,Violet Township (Fairfield),COUSUB,2022,362,429855.0,14983.484724703647,75777,1639.0,5.672631537273843,460749.97896841,81223.32218140816
M100000US390458020699999,Violet Township (Fairfield),COUSUB,2023,320,450000.0,13442.49477109213,77390,1550.0,5.814704742214756,463272.47605857527,79672.57093816253
M100000US390458020699999,Violet Township (Fairfield),COUSUB,2024,293,470000.0,16587.781089422144,82938,1487.0,5.6668836962550335,470000.0,82938.0
M100000US390458057099999,Walnut Township (Fairfield),COUSUB,2012,53,123000.0,20315.378778804206,53699,1282.0,2.2905454477737015,168052.07017604992,73367.70826328215
M100000US390458057099999,Walnut Township (Fairfield),COUSUB,2013,58,131250.0,22703.04617349728,54079,1130.0,2.427004937221472,176735.11098614766,72820.25193919908
M100000US390458057099999,Walnut Township (Fairfield),COUSUB,2014,64,131500.0,22963.43004760223,56371,981.0,2.332759752354934,174245.16550081104,74694.86102240472
M100000US390458057099999,Walnut Township (Fairfield),COUSUB,2015,53,121100.0,27743.7717162818,58192,1604.0,2.081042067638163,160274.3174540223,77016.37556799724
M100000US390458057099999,Walnut Township (Fairfield),COUSUB,2016,72,143500.0,22183.132619443506,60294,1005.0,2.3800046439115,187554.41091301505,78804.22056856676
M100000US390458057099999,Walnut Township (Fairfield),COUSUB,2017,72,184000.0,25479.642001047552,63764,1469.0,2.8856408004516654,235471.50783289818,81601.11535574413
M100000US390458057099999,Walnut Township (Fairfield),COUSUB,2018,73,204000.0,29225.647279588262,64052,1189.0,3.1849122587897334,254841.78457788914,80015.32345972037
M100000US390458057099999,Walnut Township (Fairfield),COUSUB,2019,79,265000.0,35776.91240618198,67207,1091.0,3.9430416474474383,325152.78283012,82462.42670061841
M100000US390458057099999,Walnut Township (Fairfield),COUSUB,2020,85,249900.0,28827.237330615233,66715,579.0,3.745784306377876,302888.5213534201,80861.17527848508
M100000US390458057099999,Walnut Township (Fairfield),COUSUB,2021,74,352500.0,39058.49305318163,71839,1250.0,4.906805495622155,408072.3788611285,83164.57198582869
M100000US390458057099999,Walnut Township (Fairfield),COUSUB,2022,99,320000.0,44076.65492900422,75777,1639.0,4.2229172440186336,342999.3678563497,81223.32218140816
M100000US390458057099999,Walnut Township (Fairfield),COUSUB,2023,70,300000.0,46110.72579616611,77390,1550.0,3.876469828143171,308848.3173723835,79672.57093816253
M100000US390458057099999,Walnut Township (Fairfield),COUSUB,2024,83,339900.0,61285.46359467606,82938,1487.0,4.098242060334226,339900.0,82938.0
M100000US390471815499999,Concord Township (Fayette),COUSUB,2015,13,85900.0,20624.222959997718,58192,1604.0,1.4761479241132802,113687.56291742787,77016.37556799724
M100000US390471815499999,Concord Township (Fayette),COUSUB,2017,15,136500.0,41774.095580848334,63764,1469.0,2.140706354682893,174684.02619125327,81601.11535574413
M100000US390471815499999,Concord Township (Fayette),COUSUB,2019,14,121500.0,29275.25878664858,67207,1091.0,1.8078473968485425,149079.48344852673,82462.42670061841
M100000US390471815499999,Concord Township (Fayette),COUSUB,2024,11,254900.0,39969.83771494514,82938,1487.0,3.0733801152668256,254900.0,82938.0
M100000US390473859899999,Jefferson Township (Fayette),COUSUB,2015,13,120000.0,33099.95394542007,58192,1604.0,2.062139125653011,158818.48137475373,77016.37556799724
M100000US390473859899999,Jefferson Township (Fayette),COUSUB,2016,13,131400.0,24830.616996807046,60294,1005.0,2.1793213255050254,171739.71842487928,78804.22056856676
M100000US390473859899999,Jefferson Township (Fayette),COUSUB,2017,11,125000.0,55864.12048680189,63764,1469.0,1.960353804654664,159967.05695169713,81601.11535574413
M100000US390473859899999,Jefferson Township (Fayette),COUSUB,2018,11,140000.0,45360.410591719854,64052,1189.0,2.1857240991694247,174891.42078874743,80015.32345972037
M100000US390473859899999,Jefferson Township (Fayette),COUSUB,2019,11,197000.0,58058.81643770529,67207,1091.0,2.9312422813099825,241717.3517642779,82462.42670061841
M100000US390473859899999,Jefferson Township (Fayette),COUSUB,2024,19,221000.0,56049.23636188962,82938,1487.0,2.6646410571752392,221000.0,82938.0
M100000US390474639699999,Madison Township (Fayette),COUSUB,2015,11,74000.0,62997.66885682272,58192,1604.0,1.2716524608193567,97938.06351443146,77016.37556799724
M100000US390474639699999,Madison Township (Fayette),COUSUB,2022,15,250000.0,47498.71767892807,75777,1639.0,3.2991540968895574,267968.2561377732,81223.32218140816
M100000US390474639699999,Madison Township (Fayette),COUSUB,2023,16,255000.0,46339.19609588754,77390,1550.0,3.2949993539216953,262521.069766526,79672.57093816253
M100000US390474639699999,Madison Township (Fayette),COUSUB,2024,14,222450.0,76793.28041747028,82938,1487.0,2.682123996238154,222450.0,82938.0
M100000US390477831699999,Union Township (Fayette),COUSUB,2012,23,96000.0,20876.00421076929,53699,1282.0,1.7877427885063037,131162.59135691702,73367.70826328215
M100000US390477831699999,Union Township (Fayette),COUSUB,2013,31,98700.0,20658.426316415615,54079,1130.0,1.825107712790547,132904.80346158304,72820.25193919908
M100000US390477831699999,Union Township (Fayette),COUSUB,2014,28,89950.0,17226.360383241812,56371,981.0,1.5956786290823295,119188.99343572589,74694.86102240472
M100000US390477831699999,Union Township (Fayette),COUSUB,2015,31,109900.0,15404.517058402434,58192,1604.0,1.8885757492438824,145451.2591923786,77016.37556799724
M100000US390477831699999,Union Township (Fayette),COUSUB,2016,41,119000.0,15963.734705267461,60294,1005.0,1.973662387633927,155532.92612298808,78804.22056856676
M100000US390477831699999,Union Township (Fayette),COUSUB,2017,32,134700.0,22732.945624634067,63764,1469.0,2.112477259895866,172380.50057114882,81601.11535574413
M100000US390477831699999,Union Township (Fayette),COUSUB,2018,26,131617.5,22004.28653618189,64052,1189.0,2.0548538687316555,164419.7969690212,80015.32345972037
M100000US390477831699999,Union Township (Fayette),COUSUB,2019,33,144900.0,18097.645795366152,67207,1091.0,2.156025414019373,177791.08766824298,82462.42670061841
M100000US390477831699999,Union Township (Fayette),COUSUB,2020,27,179900.0,39394.526293897674,66715,579.0,2.696545004871468,218045.79828523519,80861.17527848508
M100000US390477831699999,Union Township (Fayette),COUSUB,2021,46,166000.0,23054.084724261364,71839,1250.0,2.3107225880092988,192170.25500977968,83164.57198582869
M100000US390477831699999,Union Township (Fayette),COUSUB,2022,34,217000.0,35301.91413959171,75777,1639.0,2.863665756100136,232596.44632758712,81223.32218140816
M100000US390477831699999,Union Township (Fayette),COUSUB,2023,31,230000.0,51665.47293828037,77390,1550.0,2.9719602015764313,236783.70998549403,79672.57093816253
M100000US390477831699999,Union Township (Fayette),COUSUB,2024,41,239000.0,34218.444057675704,82938,1487.0,2.8816706455424534,239000.0,82938.0
M100000US390478216699999,Wayne Township (Fayette),COUSUB,2012,14,151200.0,37066.06293509371,53699,1282.0,2.815694891897428,206581.08138714428,73367.70826328215
M100000US390478216699999,Wayne Township (Fayette),COUSUB,2013,16,127450.0,36589.926900948936,54079,1130.0,2.356737365705727,171618.2087252154,72820.25193919908
M100000US390478216699999,Wayne Township (Fayette),COUSUB,2014,11,78000.0,42371.96361467562,56371,981.0,1.383690195313193,103354.54683698298,74694.86102240472
M100000US390478216699999,Wayne Township (Fayette),COUSUB,2015,14,108500.0,18345.001467367554,58192,1604.0,1.8645174594445972,143598.37690967316,77016.37556799724
M100000US390478216699999,Wayne Township (Fayette),COUSUB,2016,13,150000.0,39891.99920684189,60294,1005.0,2.487809732311673,196049.90687771607,78804.22056856676
M100000US390478216699999,Wayne Township (Fayette),COUSUB,2018,11,144000.0,49895.85417153646,64052,1189.0,2.248173359145694,179888.31852556881,80015.32345972037
M100000US390478216699999,Wayne Township (Fayette),COUSUB,2019,12,181000.0,43815.09424370728,67207,1091.0,2.6931718422188164,222085.48563113858,82462.42670061841
M100000US390478216699999,Wayne Township (Fayette),COUSUB,2020,11,220000.0,35310.64084643522,66715,579.0,3.2976092333058533,266648.55821429536,80861.17527848508
M100000US390478216699999,Wayne Township (Fayette),COUSUB,2021,11,199000.0,67213.15362151603,71839,1250.0,2.770083102493075,230372.775584013,83164.57198582869
M100000US390478216699999,Wayne Township (Fayette),COUSUB,2022,11,194000.0,62781.22010798704,75777,1639.0,2.5601435791862968,207943.366762912,81223.32218140816
M100000US390478216699999,Wayne Township (Fayette),COUSUB,2023,14,242500.0,62526.697761681615,77390,1550.0,3.1334797777490633,249652.38987601,79672.57093816253
M100000US390478216699999,Wayne Township (Fayette),COUSUB,2024,15,269900.0,39496.377074779695,82938,1487.0,3.2542381055728375,269900.0,82938.0
M100000US390490692299999,Blendon Township (Franklin),COUSUB,2012,91,106000.0,13781.241113446436,53699,1282.0,1.973965995642377,144825.3612899292,73367.70826328215
M100000US390490692299999,Blendon Township (Franklin),COUSUB,2013,134,116450.0,16681.28071899558,54079,1130.0,2.153331237633832,156806.123233043,72820.25193919908
M100000US390490692299999,Blendon Township (Franklin),COUSUB,2014,130,123500.0,8283.15559733463,56371,981.0,2.190842809245889,163644.69915855638,74694.86102240472
M100000US390490692299999,Blendon Township (Franklin),COUSUB,2015,143,134900.0,19844.05756832837,58192,1604.0,2.3181880670882595,178538.44281211897,77016.37556799724
M100000US390490692299999,Blendon Township (Franklin),COUSUB,2016,158,141000.0,11275.349586957405,60294,1005.0,2.3385411483729723,184286.91246505312,78804.22056856676
M100000US390490692299999,Blendon Township (Franklin),COUSUB,2017,158,161250.0,11586.699966917171,63764,1469.0,2.5288564080045166,206357.5034676893,81601.11535574413
M100000US390490692299999,Blendon Township (Franklin),COUSUB,2018,137,174900.0,11674.032485110098,64052,1189.0,2.7305938924623745,218489.35354251377,80015.32345972037
M100000US390490692299999,Blendon Township (Franklin),COUSUB,2019,143,185000.0,12344.763252250601,67207,1091.0,2.752689451991608,226993.45216442342,82462.42670061841
M100000US390490692299999,Blendon Township (Franklin),COUSUB,2020,140,216000.0,23407.235050355353,66715,579.0,3.2376527017912013,261800.40261039912,80861.17527848508
M100000US390490692299999,Blendon Township (Franklin),COUSUB,2021,145,240000.0,28347.13270358993,71839,1250.0,3.340803741700191,277836.5132671514,83164.57198582869
M100000US390490692299999,Blendon Township (Franklin),COUSUB,2022,126,278450.0,21062.654573702534,75777,1639.0,3.6745978331155893,298463.0436862518,81223.32218140816
M100000US390490692299999,Blendon Township (Franklin),COUSUB,2023,113,285500.0,17181.889767123434,77390,1550.0,3.6891071197829177,293920.648699385,79672.57093816253
M100000US390490692299999,Blendon Township (Franklin),COUSUB,2024,107,305000.0,35653.18879567835,82938,1487.0,3.6774458028889048,305000.0,82938.0
M100000US390490944299999,Brown Township (Franklin),COUSUB,2012,21,316000.0,39093.227875523684,53699,1282.0,5.884653345499916,431743.52988318517,73367.70826328215
M100000US390490944299999,Brown Township (Franklin),COUSUB,2013,34,327450.0,47312.16492048291,54079,1130.0,6.055030603376542,440928.8540374404,72820.25193919908
M100000US390490944299999,Brown Township (Franklin),COUSUB,2014,29,286000.0,34359.63549079535,56371,981.0,5.073530716148374,378966.67173560424,74694.86102240472
M100000US390490944299999,Brown Township (Franklin),COUSUB,2015,31,300000.0,44931.20644989758,58192,1604.0,5.155347814132527,397046.2034368843,77016.37556799724
M100000US390490944299999,Brown Township (Franklin),COUSUB,2016,28,309500.0,54985.58161068399,60294,1005.0,5.133180747669751,404516.3078576875,78804.22056856676
M100000US390490944299999,Brown Township (Franklin),COUSUB,2017,44,337500.0,35709.93982136523,63764,1469.0,5.292955272567593,431911.05376958224,81601.11535574413
M100000US390490944299999,Brown Township (Franklin),COUSUB,2018,28,401625.0,40483.116833931446,64052,1189.0,6.270296009492288,501719.7633877192,80015.32345972037
M100000US390490944299999,Brown Township (Franklin),COUSUB,2019,30,371319.0,43378.04471782029,67207,1091.0,5.525004835805794,455605.3062931975,82462.42670061841
M100000US390490944299999,Brown Township (Franklin),COUSUB,2020,33,434000.0,91436.70973649467,66715,579.0,6.505283669339729,526024.8830227464,80861.17527848508
M100000US390490944299999,Brown Township (Franklin),COUSUB,2021,37,495000.0,62040.13843157427,71839,1250.0,6.890407717256643,573037.8086134996,83164.57198582869
M100000US390490944299999,Brown Township (Franklin),COUSUB,2022,33,505000.0,85038.29728059692,75777,1639.0,6.664291275716907,541295.8773983018,81223.32218140816
M100000US390490944299999,Brown Township (Franklin),COUSUB,2023,26,538750.0,82741.03859721315,77390,1550.0,6.961493733040444,554640.1032812387,79672.57093816253
M100000US390490944299999,Brown Township (Franklin),COUSUB,2024,24,645540.5,88124.06559101942,82938,1487.0,7.7834104994091975,645540.5,82938.0
M100000US390491611299999,Clinton Township (Franklin),COUSUB,2012,36,49000.0,21658.026195037535,53699,1282.0,0.9124937149667591,66947.57267175973,73367.70826328215
M100000US390491611299999,Clinton Township (Franklin),COUSUB,2013,54,60000.0,14223.611719965686,54079,1130.0,1.1094879713012444,80793.1935936675,72820.25193919908
M100000US390491611299999,Clinton Township (Franklin),COUSUB,2014,48,59000.0,16166.292572729173,56371,981.0,1.0466374554292102,78178.43927412815,74694.86102240472
M100000US390491611299999,Clinton Township (Franklin),COUSUB,2015,54,64500.0,15547.23753322568,58192,1604.0,1.1083997800384933,85364.93373893012,77016.37556799724
M100000US390491611299999,Clinton Township (Franklin),COUSUB,2016,59,50900.0,13593.492989463346,60294,1005.0,0.8441967691644277,66526.26840050498,78804.22056856676
M100000US390491611299999,Clinton Township (Franklin),COUSUB,2017,65,80000.0,12957.638989444467,63764,1469.0,1.254626434978985,102378.91644908617,81601.11535574413
M100000US390491611299999,Clinton Township (Franklin),COUSUB,2018,53,108000.0,16368.640241020277,64052,1189.0,1.6861300193592705,134916.2388941766,80015.32345972037
M100000US390491611299999,Clinton Township (Franklin),COUSUB,2019,53,125000.0,15675.844312278066,67207,1091.0,1.859925305399735,153373.95416515096,82462.42670061841
M100000US390491611299999,Clinton Township (Franklin),COUSUB,2020,52,142000.0,16776.931680169946,66715,579.0,2.1284568687701415,172109.52393831793,80861.17527848508
M100000US390491611299999,Clinton Township (Franklin),COUSUB,2021,76,160000.0,14514.95608100876,71839,1250.0,2.227202494466794,185224.3421781009,83164.57198582869
M100000US390491611299999,Clinton Township (Franklin),COUSUB,2022,56,200000.0,20129.297601612765,75777,1639.0,2.639323277511646,214374.60491021856,81223.32218140816
M100000US390491611299999,Clinton Township (Franklin),COUSUB,2023,48,199000.0,19661.347304928626,77390,1550.0,2.5713916526683036,204869.3838570144,79672.57093816253
M100000US390491611299999,Clinton Township (Franklin),COUSUB,2024,58,200000.0,22450.971521602278,82938,1487.0,2.4114398707468228,200000.0,82938.0
M100000US390492828099999,Franklin Township (Franklin),COUSUB,2012,60,39280.0,10256.939000611384,53699,1282.0,0.7314847576304959,53667.36029687188,73367.70826328215
M100000US390492828099999,Franklin Township (Franklin),COUSUB,2013,91,40750.0,6152.752660452282,54079,1130.0,0.7535272471754285,54872.043982365845,72820.25193919908
M100000US390492828099999,Franklin Township (Franklin),COUSUB,2014,96,59550.0,8486.699601093489,56371,981.0,1.0563942452679569,78907.22133515816,74694.86102240472
M100000US390492828099999,Franklin Township (Franklin),COUSUB,2015,83,62566.0,7540.597434870658,58192,1604.0,1.0751649711300522,82805.30921410701,77016.37556799724
