GEO_ID,NAME,reference_period,Number of Sales,Median Sale Price,Median Sale Price MOE,Median Household Income (Columbus MSA),Sales Price to Income Index (MORPC 15-county region),Median Sale Price (2024 Dollars),"Median Household Income (Columbus MSA, 2024 Dollars)",Percent Change in Median Sale Price (2024 Dollars),"Percent Change in Median Household Income (Columbus MSA, 2024 Dollars)"
M050000US01,CEDS Region,2013,21260,153500.0,1714.2306552701475,54079,2.8384400599123505,206695.9202771327,72820.25193919908,3.266,-0.746
M050000US01,CEDS Region,2014,24403,157000.0,1540.4291477524598,56371,2.7851200085150167,208034.1519667478,74694.86102240472,3.934,1.809
M050000US01,CEDS Region,2015,28554,162000.0,1468.1377796513464,58192,2.7838878196315644,214404.9498559175,77016.37556799724,7.117,4.973
M050000US01,CEDS Region,2016,30877,172000.0,1402.487058862166,60294,2.852688493050718,224803.8932197811,78804.22056856676,12.312,7.41
M050000US01,CEDS Region,2017,31257,185000.0,1440.632740674394,63764,2.901323630888903,236751.24428851175,81601.11535574413,18.281,11.222
M050000US01,CEDS Region,2018,30184,200000.0,1502.8285888653609,64052,3.122462998813464,249844.88684106778,80015.32345972037,24.823,9.061
M050000US01,CEDS Region,2019,30822,215000.0,1515.7521110644861,67207,3.1990715252875446,263803.20116405963,82462.42670061841,31.796,12.396
M050000US01,CEDS Region,2020,31899,237000.0,1630.8371393436748,66715,3.552424492243124,287253.2195308546,80861.17527848508,43.512,10.214
M050000US01,CEDS Region,2021,34067,270000.0,1717.5556337994094,71839,3.7584042094127144,312566.07742554526,83164.57198582869,56.158,13.353
M050000US01,CEDS Region,2022,30164,300000.0,2106.591745679154,75777,3.958984916267469,321561.9073653278,81223.32218140816,60.653,10.707
M050000US01,CEDS Region,2023,25746,319000.0,2366.448028727795,77390,4.1219795839255715,328408.7108059678,79672.57093816253,64.073,8.594
M050000US01,CEDS Region,2024,26592,335000.0,2404.4779437753223,82938,4.039161783500928,335000.0,82938.0,67.366,13.044
